Mod:Item:MetaData, Localized Name
tconstruct:hammer_head:0, Charger Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:excavator_head:0, Baronyte Excavator Head
tconstruct:excavator_head:0, Blazium Excavator Head
tconstruct:excavator_head:0, Elecanium Excavator Head
tconstruct:excavator_head:0, Emberstone Excavator Head
tconstruct:excavator_head:0, Ghastly Excavator Head
tconstruct:excavator_head:0, Ghoulish Excavator Head
tconstruct:excavator_head:0, Limonite Excavator Head
tconstruct:excavator_head:0, Lunar Excavator Head
tconstruct:excavator_head:0, Lyon Excavator Head
tconstruct:excavator_head:0, Mystite Excavator Head
tconstruct:excavator_head:0, Rosite Excavator Head
tconstruct:excavator_head:0, Shyrestone Excavator Head
tconstruct:excavator_head:0, Skeletal Excavator Head
tconstruct:excavator_head:0, Varsium Excavator Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Charger Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:kama_head:0, Baronyte Kama Head
tconstruct:kama_head:0, Blazium Kama Head
tconstruct:kama_head:0, Elecanium Kama Head
tconstruct:kama_head:0, Emberstone Kama Head
tconstruct:kama_head:0, Ghastly Kama Head
tconstruct:kama_head:0, Ghoulish Kama Head
tconstruct:kama_head:0, Limonite Kama Head
tconstruct:kama_head:0, Lunar Kama Head
tconstruct:kama_head:0, Lyon Kama Head
tconstruct:kama_head:0, Mystite Kama Head
tconstruct:kama_head:0, Rosite Kama Head
tconstruct:kama_head:0, Shyrestone Kama Head
tconstruct:kama_head:0, Skeletal Kama Head
tconstruct:kama_head:0, Varsium Kama Head
tconstruct:kama_head:0, Electrical Kama Head
tconstruct:kama_head:0, Energetic Kama Head
tconstruct:kama_head:0, Vibrant Kama Head
tconstruct:kama_head:0, Red Kama Head
tconstruct:kama_head:0, Conductive Kama Head
tconstruct:kama_head:0, Pulsating Kama Head
tconstruct:kama_head:0, Dark Kama Head
tconstruct:kama_head:0, Souled Kama Head
tconstruct:kama_head:0, Kama Head of the End
tconstruct:kama_head:0, Fake-Iron Kama Head
tconstruct:kama_head:0, Charger Kama Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:scythe_head:0, Baronyte Scythe Head
tconstruct:scythe_head:0, Blazium Scythe Head
tconstruct:scythe_head:0, Elecanium Scythe Head
tconstruct:scythe_head:0, Emberstone Scythe Head
tconstruct:scythe_head:0, Ghastly Scythe Head
tconstruct:scythe_head:0, Ghoulish Scythe Head
tconstruct:scythe_head:0, Limonite Scythe Head
tconstruct:scythe_head:0, Lunar Scythe Head
tconstruct:scythe_head:0, Lyon Scythe Head
tconstruct:scythe_head:0, Mystite Scythe Head
tconstruct:scythe_head:0, Rosite Scythe Head
tconstruct:scythe_head:0, Shyrestone Scythe Head
tconstruct:scythe_head:0, Skeletal Scythe Head
tconstruct:scythe_head:0, Varsium Scythe Head
tconstruct:scythe_head:0, Electrical Scythe Head
tconstruct:scythe_head:0, Energetic Scythe Head
tconstruct:scythe_head:0, Vibrant Scythe Head
tconstruct:scythe_head:0, Red Scythe Head
tconstruct:scythe_head:0, Conductive Scythe Head
tconstruct:scythe_head:0, Pulsating Scythe Head
tconstruct:scythe_head:0, Dark Scythe Head
tconstruct:scythe_head:0, Souled Scythe Head
tconstruct:scythe_head:0, Scythe Head of the End
tconstruct:scythe_head:0, Fake-Iron Scythe Head
tconstruct:scythe_head:0, Charger Scythe Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
tconstruct:scythe_head:0, Enchanted Scythe Head
tconstruct:scythe_head:0, Demonic Scythe Head
tconstruct:pan_head:0, Baronyte Pan
tconstruct:pan_head:0, Blazium Pan
tconstruct:pan_head:0, Elecanium Pan
tconstruct:pan_head:0, Emberstone Pan
tconstruct:pan_head:0, Ghastly Pan
tconstruct:pan_head:0, Ghoulish Pan
tconstruct:pan_head:0, Limonite Pan
tconstruct:pan_head:0, Lunar Pan
tconstruct:pan_head:0, Lyon Pan
tconstruct:pan_head:0, Mystite Pan
tconstruct:pan_head:0, Rosite Pan
tconstruct:pan_head:0, Shyrestone Pan
tconstruct:pan_head:0, Skeletal Pan
tconstruct:pan_head:0, Varsium Pan
tconstruct:pan_head:0, Electrical Pan
tconstruct:pan_head:0, Energetic Pan
tconstruct:pan_head:0, Vibrant Pan
tconstruct:pan_head:0, Red Pan
tconstruct:pan_head:0, Conductive Pan
tconstruct:pan_head:0, Pulsating Pan
tconstruct:pan_head:0, Dark Pan
tconstruct:pan_head:0, Souled Pan
tconstruct:pan_head:0, Pan of the End
tconstruct:pan_head:0, Fake-Iron Pan
tconstruct:pan_head:0, Charger Pan
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Magical Wooden Pan
tconstruct:pan_head:0, Evil Infused Pan
tconstruct:pan_head:0, Enchanted Pan
tconstruct:pan_head:0, Demonic Pan
tconstruct:sign_head:0, Baronyte Sign Plate
tconstruct:sign_head:0, Blazium Sign Plate
tconstruct:sign_head:0, Elecanium Sign Plate
tconstruct:sign_head:0, Emberstone Sign Plate
tconstruct:sign_head:0, Ghastly Sign Plate
tconstruct:sign_head:0, Ghoulish Sign Plate
tconstruct:sign_head:0, Limonite Sign Plate
tconstruct:sign_head:0, Lunar Sign Plate
tconstruct:sign_head:0, Lyon Sign Plate
tconstruct:sign_head:0, Mystite Sign Plate
tconstruct:sign_head:0, Rosite Sign Plate
tconstruct:sign_head:0, Shyrestone Sign Plate
tconstruct:sign_head:0, Skeletal Sign Plate
tconstruct:sign_head:0, Varsium Sign Plate
tconstruct:sign_head:0, Electrical Sign Plate
tconstruct:sign_head:0, Energetic Sign Plate
tconstruct:sign_head:0, Vibrant Sign Plate
tconstruct:sign_head:0, Red Sign Plate
tconstruct:sign_head:0, Conductive Sign Plate
tconstruct:sign_head:0, Pulsating Sign Plate
tconstruct:sign_head:0, Dark Sign Plate
tconstruct:sign_head:0, Souled Sign Plate
tconstruct:sign_head:0, Sign Plate of the End
tconstruct:sign_head:0, Fake-Iron Sign Plate
tconstruct:sign_head:0, Charger Sign Plate
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Magical Wooden Sign Plate
tconstruct:sign_head:0, Evil Infused Sign Plate
tconstruct:sign_head:0, Enchanted Sign Plate
tconstruct:sign_head:0, Demonic Sign Plate
tconstruct:tool_rod:0, Baronyte Tool Rod
tconstruct:tool_rod:0, Blazium Tool Rod
tconstruct:tool_rod:0, Elecanium Tool Rod
tconstruct:tool_rod:0, Emberstone Tool Rod
tconstruct:tool_rod:0, Ghastly Tool Rod
tconstruct:tool_rod:0, Ghoulish Tool Rod
tconstruct:tool_rod:0, Limonite Tool Rod
tconstruct:tool_rod:0, Lunar Tool Rod
tconstruct:tool_rod:0, Lyon Tool Rod
tconstruct:tool_rod:0, Mystite Tool Rod
tconstruct:tool_rod:0, Rosite Tool Rod
tconstruct:tool_rod:0, Shyrestone Tool Rod
tconstruct:tool_rod:0, Skeletal Tool Rod
tconstruct:tool_rod:0, Varsium Tool Rod
tconstruct:tool_rod:0, Electrical Tool Rod
tconstruct:tool_rod:0, Energetic Tool Rod
tconstruct:tool_rod:0, Vibrant Tool Rod
tconstruct:tool_rod:0, Red Tool Rod
tconstruct:tool_rod:0, Conductive Tool Rod
tconstruct:tool_rod:0, Pulsating Tool Rod
tconstruct:tool_rod:0, Dark Tool Rod
tconstruct:tool_rod:0, Souled Tool Rod
tconstruct:tool_rod:0, Tool Rod of the End
tconstruct:tool_rod:0, Fake-Iron Tool Rod
tconstruct:tool_rod:0, Charger Tool Rod
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Magical Wooden Tool Rod
tconstruct:tool_rod:0, Evil Infused Tool Rod
tconstruct:tool_rod:0, Enchanted Tool Rod
tconstruct:tool_rod:0, Demonic Tool Rod
tconstruct:tough_tool_rod:0, Baronyte Tough Tool Rod
tconstruct:tough_tool_rod:0, Blazium Tough Tool Rod
tconstruct:tough_tool_rod:0, Elecanium Tough Tool Rod
tconstruct:tough_tool_rod:0, Emberstone Tough Tool Rod
tconstruct:tough_tool_rod:0, Ghastly Tough Tool Rod
tconstruct:tough_tool_rod:0, Ghoulish Tough Tool Rod
tconstruct:tough_tool_rod:0, Limonite Tough Tool Rod
tconstruct:tough_tool_rod:0, Lunar Tough Tool Rod
tconstruct:tough_tool_rod:0, Lyon Tough Tool Rod
tconstruct:tough_tool_rod:0, Mystite Tough Tool Rod
tconstruct:tough_tool_rod:0, Rosite Tough Tool Rod
tconstruct:tough_tool_rod:0, Shyrestone Tough Tool Rod
tconstruct:tough_tool_rod:0, Skeletal Tough Tool Rod
tconstruct:tough_tool_rod:0, Varsium Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrical Tough Tool Rod
tconstruct:tough_tool_rod:0, Energetic Tough Tool Rod
tconstruct:tough_tool_rod:0, Vibrant Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Tough Tool Rod
tconstruct:tough_tool_rod:0, Conductive Tough Tool Rod
tconstruct:tough_tool_rod:0, Pulsating Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Tough Tool Rod
tconstruct:tough_tool_rod:0, Souled Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Tool Rod of the End
tconstruct:tough_tool_rod:0, Fake-Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Charger Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Magical Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Evil Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Enchanted Tough Tool Rod
tconstruct:tough_tool_rod:0, Demonic Tough Tool Rod
tconstruct:binding:0, Baronyte Binding
tconstruct:binding:0, Blazium Binding
tconstruct:binding:0, Elecanium Binding
tconstruct:binding:0, Emberstone Binding
tconstruct:binding:0, Ghastly Binding
tconstruct:binding:0, Ghoulish Binding
tconstruct:binding:0, Limonite Binding
tconstruct:binding:0, Lunar Binding
tconstruct:binding:0, Lyon Binding
tconstruct:binding:0, Mystite Binding
tconstruct:binding:0, Rosite Binding
tconstruct:binding:0, Shyrestone Binding
tconstruct:binding:0, Skeletal Binding
tconstruct:binding:0, Varsium Binding
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
